ranking,hr_process_name,hr_system_name,region,hr_contact_channel,total_cases,automation_score,automation_priority,recommended_solution,estimated_operational_hours_saved
2620,Employee Data Update,Employee Mobile App,North America,Phone,63,43.56,Baja,Baja prioridad de automatización,29.83
2621,Payroll Support Request,Payroll System,Europe,Email,70,43.56,Baja,Baja prioridad de automatización,29.3
2622,HRIS Login Issue,Payroll System,Europe,Phone,61,43.55,Baja,Baja prioridad de automatización,31.14
2623,HR System Performance Issue,Payroll System,Africa,Email,58,43.52,Baja,Baja prioridad de automatización,29.26
2624,HRIS Login Issue,Payroll System,South America,Employee Self-Service Portal,50,43.52,Baja,Baja prioridad de automatización,23.35
2625,HRIS Access Suspension,People Analytics Dashboard,Europe,Internal Collaboration Tool,64,43.51,Baja,Baja prioridad de automatización,30.59
2626,HR Platform Bug Report,HR Document Management System,Africa,Phone,66,43.51,Baja,Baja prioridad de automatización,26.43
2627,HR System Enhancement Request,HR Case Management Platform,Australia,Employee Self-Service Portal,67,43.5,Baja,Baja prioridad de automatización,30.32
2628,Benefits Reimbursement Request,Benefits Administration System,Asia,Employee Self-Service Portal,61,43.5,Baja,Baja prioridad de automatización,27.97
2629,HRIS Access Suspension,People Analytics Dashboard,Africa,Employee Self-Service Portal,61,43.5,Baja,Baja prioridad de automatización,27.51
2630,HRIS Access Suspension,Payroll Payment Gateway,Africa,Employee Self-Service Portal,64,43.49,Baja,Baja prioridad de automatización,32.1
2631,HRIS Login Issue,Employee Self-Service Portal,Asia,Phone,65,43.49,Baja,Baja prioridad de automatización,27.79
2632,HRIS Access Suspension,Payroll System,Asia,Phone,60,43.48,Baja,Baja prioridad de automatización,29.01
2633,HRIS Login Issue,Employee Mobile App,Europe,Email,67,43.47,Baja,Baja prioridad de automatización,32.39
2634,HR System Performance Issue,Benefits Portal,North America,Internal Collaboration Tool,53,43.45,Baja,Baja prioridad de automatización,22.52
2635,Employee Data Update,HR Document Management System,North America,Employee Self-Service Portal,52,43.44,Baja,Baja prioridad de automatización,23.66
2636,Benefits Cancellation Request,HR Case Management Platform,South America,HR Chat / Virtual Assistant,60,43.42,Baja,Baja prioridad de automatización,25.02
2637,HRIS Access Suspension,Employee Mobile App,Australia,Employee Self-Service Portal,68,43.41,Baja,Baja prioridad de automatización,32.47
2638,HR Platform Bug Report,Employee Mobile App,Europe,Phone,72,43.39,Baja,Baja prioridad de automatización,31.9
2639,HR System Performance Issue,People Analytics Dashboard,North America,Phone,63,43.39,Baja,Baja prioridad de automatización,28.66
2640,Benefits Cancellation Request,HR Case Management Platform,Africa,HR Chat / Virtual Assistant,53,43.37,Baja,Baja prioridad de automatización,23.74
2641,HRIS Login Issue,HRIS Integration API,Africa,Phone,65,43.36,Baja,Baja prioridad de automatización,26.88
2642,Employee Data Update,HRIS Integration API,Europe,Email,68,43.34,Baja,Baja prioridad de automatización,32.98
2643,HRIS Access Suspension,HRIS Integration API,South America,Employee Self-Service Portal,69,43.31,Baja,Baja prioridad de automatización,33.15
2644,HRIS Login Issue,HR Case Management Platform,North America,Employee Self-Service Portal,66,43.31,Baja,Baja prioridad de automatización,31.88
2645,Compliance & Access Security Review,Employee Mobile App,Europe,HR Chat / Virtual Assistant,64,43.31,Baja,Baja prioridad de automatización,29.54
2646,HR System Enhancement Request,Benefits Portal,Australia,Email,66,43.31,Baja,Baja prioridad de automatización,28.35
2647,Employee Data Update,Employee Self-Service Portal,Africa,Email,56,43.31,Baja,Baja prioridad de automatización,25.98
2648,HRIS Access Suspension,Benefits Administration System,Australia,Internal Collaboration Tool,55,43.3,Baja,Baja prioridad de automatización,28.93
2649,Benefits Cancellation Request,Employee Self-Service Portal,Asia,Email,60,43.3,Baja,Baja prioridad de automatización,28.35
2650,HRIS Access Suspension,People Analytics Dashboard,Asia,Employee Self-Service Portal,64,43.29,Baja,Baja prioridad de automatización,33.63
2651,HR Platform Bug Report,Payroll System,Europe,Email,71,43.28,Baja,Baja prioridad de automatización,29.43
2652,Compliance & Access Security Review,Employee Self-Service Portal,Europe,Internal Collaboration Tool,70,43.27,Baja,Baja prioridad de automatización,32.48
2653,HRIS Login Issue,HR Document Management System,North America,Email,64,43.27,Baja,Baja prioridad de automatización,30.56
2654,HR System Performance Issue,People Analytics Dashboard,Australia,Email,60,43.26,Baja,Baja prioridad de automatización,28.35
2655,Benefits Cancellation Request,Benefits Portal,South America,Email,61,43.26,Baja,Baja prioridad de automatización,28.33
2656,Compliance & Access Security Review,Benefits Administration System,Europe,HR Chat / Virtual Assistant,58,43.26,Baja,Baja prioridad de automatización,26.3
2657,Compliance & Access Security Review,Employee Self-Service Portal,North America,Email,67,43.25,Baja,Baja prioridad de automatización,31.93
2658,HRIS Login Issue,Employee Self-Service Portal,Europe,Phone,65,43.25,Baja,Baja prioridad de automatización,29.9
2659,HRIS Login Issue,HR Document Management System,Europe,Employee Self-Service Portal,59,43.25,Baja,Baja prioridad de automatización,24.57
2660,Benefits Reimbursement Request,Benefits Administration System,South America,HR Chat / Virtual Assistant,57,43.22,Baja,Baja prioridad de automatización,27.7
2661,Payroll Support Request,People Analytics Dashboard,Asia,Internal Collaboration Tool,59,43.2,Baja,Baja prioridad de automatización,26.43
2662,HRIS Login Issue,Benefits Administration System,Europe,HR Chat / Virtual Assistant,56,43.19,Baja,Baja prioridad de automatización,27.33
2663,Payroll Support Request,HR Case Management Platform,South America,Employee Self-Service Portal,49,43.19,Baja,Baja prioridad de automatización,22.03
2664,Benefits Reimbursement Request,HR Case Management Platform,North America,Employee Self-Service Portal,56,43.19,Baja,Baja prioridad de automatización,21.03
2665,HRIS Login Issue,HR Case Management Platform,South America,Phone,60,43.18,Baja,Baja prioridad de automatización,31.62
2666,HR Platform Bug Report,Employee Mobile App,Asia,Internal Collaboration Tool,62,43.15,Baja,Baja prioridad de automatización,26.47
2667,Compliance & Access Security Review,HRIS Integration API,Europe,Internal Collaboration Tool,70,43.14,Baja,Baja prioridad de automatización,33.67
2668,Employee Data Update,HR Case Management Platform,North America,HR Chat / Virtual Assistant,56,43.14,Baja,Baja prioridad de automatización,28.9
2669,Employee Data Update,Benefits Portal,North America,HR Chat / Virtual Assistant,51,43.13,Baja,Baja prioridad de automatización,25.86
2670,HRIS Access Suspension,Payroll System,Australia,Internal Collaboration Tool,51,43.13,Baja,Baja prioridad de automatización,23.43
2671,HRIS Access Suspension,HR Document Management System,South America,Employee Self-Service Portal,72,43.12,Baja,Baja prioridad de automatización,29.23
2672,HRIS Login Issue,Employee Self-Service Portal,Australia,HR Chat / Virtual Assistant,48,43.1,Baja,Baja prioridad de automatización,20.16
2673,Benefits Cancellation Request,HR Document Management System,Africa,HR Chat / Virtual Assistant,61,43.09,Baja,Baja prioridad de automatización,28.79
2674,HR Platform Bug Report,Benefits Portal,North America,Internal Collaboration Tool,69,43.09,Baja,Baja prioridad de automatización,27.7
2675,HRIS Login Issue,HR Document Management System,North America,Phone,55,43.09,Baja,Baja prioridad de automatización,24.31
2676,HRIS Login Issue,HRIS Integration API,Asia,Internal Collaboration Tool,71,43.08,Baja,Baja prioridad de automatización,31.81
2677,Employee Data Update,HR Case Management Platform,Asia,Internal Collaboration Tool,64,43.08,Baja,Baja prioridad de automatización,30.78
2678,Employee Data Update,HRIS Integration API,Asia,Employee Self-Service Portal,62,43.07,Baja,Baja prioridad de automatización,29.36
2679,HR System Enhancement Request,Benefits Administration System,Asia,HR Chat / Virtual Assistant,59,43.07,Baja,Baja prioridad de automatización,25.55
2680,Employee Data Update,HR Case Management Platform,Africa,Email,56,43.07,Baja,Baja prioridad de automatización,25.37
2681,Payroll Support Request,HR Case Management Platform,Australia,HR Chat / Virtual Assistant,65,43.06,Baja,Baja prioridad de automatización,27.04
2682,HRIS Login Issue,Benefits Administration System,Australia,Email,58,43.05,Baja,Baja prioridad de automatización,27.29
2683,HR System Enhancement Request,Benefits Portal,South America,Employee Self-Service Portal,59,43.04,Baja,Baja prioridad de automatización,28.53
2684,HR System Performance Issue,Payroll System,Asia,HR Chat / Virtual Assistant,71,43.02,Baja,Baja prioridad de automatización,30.07
2685,HR System Performance Issue,People Analytics Dashboard,North America,Email,57,43.02,Baja,Baja prioridad de automatización,29.61
2686,Benefits Cancellation Request,Employee Mobile App,Asia,HR Chat / Virtual Assistant,61,43.02,Baja,Baja prioridad de automatización,29.01
2687,Benefits Cancellation Request,People Analytics Dashboard,Africa,Email,68,43.01,Baja,Baja prioridad de automatización,30.19
2688,HR Platform Bug Report,Employee Mobile App,Australia,Employee Self-Service Portal,64,43.01,Baja,Baja prioridad de automatización,29.31
2689,HRIS Access Suspension,HR Document Management System,North America,Phone,66,43.0,Baja,Baja prioridad de automatización,31.22
2690,HR Platform Bug Report,Benefits Administration System,Asia,Employee Self-Service Portal,67,43.0,Baja,Baja prioridad de automatización,28.48
2691,HRIS Access Suspension,Payroll System,North America,HR Chat / Virtual Assistant,53,42.99,Baja,Baja prioridad de automatización,24.91
2692,HR Platform Bug Report,HRIS Integration API,Asia,HR Chat / Virtual Assistant,63,42.98,Baja,Baja prioridad de automatización,29.7
2693,HR System Performance Issue,Payroll System,South America,Phone,56,42.98,Baja,Baja prioridad de automatización,26.85
2694,Payroll Support Request,Employee Self-Service Portal,North America,HR Chat / Virtual Assistant,53,42.96,Baja,Baja prioridad de automatización,24.14
2695,Benefits Reimbursement Request,Benefits Portal,Africa,Employee Self-Service Portal,64,42.95,Baja,Baja prioridad de automatización,28.96
2696,Compliance & Access Security Review,Payroll System,North America,HR Chat / Virtual Assistant,62,42.94,Baja,Baja prioridad de automatización,31.65
2697,Payroll Support Request,Payroll System,Europe,Employee Self-Service Portal,62,42.93,Baja,Baja prioridad de automatización,30.97
2698,Compliance & Access Security Review,Payroll Payment Gateway,South America,Employee Self-Service Portal,52,42.93,Baja,Baja prioridad de automatización,23.79
2699,HR System Performance Issue,Payroll Payment Gateway,South America,HR Chat / Virtual Assistant,57,42.91,Baja,Baja prioridad de automatización,25.71
2700,HR System Performance Issue,HR Document Management System,North America,Email,63,42.9,Baja,Baja prioridad de automatización,30.78
2701,HRIS Access Suspension,Employee Self-Service Portal,North America,Employee Self-Service Portal,63,42.89,Baja,Baja prioridad de automatización,31.72
2702,Benefits Reimbursement Request,Employee Self-Service Portal,South America,Internal Collaboration Tool,58,42.89,Baja,Baja prioridad de automatización,26.36
2703,Benefits Cancellation Request,HRIS Integration API,Africa,Employee Self-Service Portal,57,42.88,Baja,Baja prioridad de automatización,29.1
2704,HR Platform Bug Report,HR Case Management Platform,North America,Internal Collaboration Tool,66,42.87,Baja,Baja prioridad de automatización,32.27
2705,HRIS Login Issue,Payroll System,Europe,HR Chat / Virtual Assistant,59,42.86,Baja,Baja prioridad de automatización,28.94
2706,Benefits Cancellation Request,HRIS Integration API,Australia,Employee Self-Service Portal,61,42.86,Baja,Baja prioridad de automatización,28.27
2707,HRIS Access Suspension,Benefits Administration System,Europe,Phone,55,42.86,Baja,Baja prioridad de automatización,25.24
2708,Compliance & Access Security Review,HR Case Management Platform,Africa,HR Chat / Virtual Assistant,64,42.85,Baja,Baja prioridad de automatización,30.72
2709,HRIS Access Suspension,Employee Self-Service Portal,Africa,Phone,68,42.84,Baja,Baja prioridad de automatización,28.93
2710,HRIS Access Suspension,Payroll System,Asia,Email,54,42.84,Baja,Baja prioridad de automatización,26.49
2711,Benefits Reimbursement Request,HRIS Integration API,Asia,Phone,55,42.8,Baja,Baja prioridad de automatización,25.9
2712,HR Platform Bug Report,Employee Self-Service Portal,Europe,Email,59,42.79,Baja,Baja prioridad de automatización,28.23
2713,HR System Enhancement Request,HRIS Integration API,Africa,HR Chat / Virtual Assistant,41,42.79,Baja,Baja prioridad de automatización,20.87
2714,HR System Enhancement Request,Employee Self-Service Portal,Australia,Email,62,42.73,Baja,Baja prioridad de automatización,28.86
2715,HRIS Login Issue,Benefits Administration System,North America,Internal Collaboration Tool,59,42.72,Baja,Baja prioridad de automatización,25.69
2716,HR System Enhancement Request,Payroll Payment Gateway,Australia,Phone,66,42.71,Baja,Baja prioridad de automatización,28.28
2717,HR Platform Bug Report,HR Document Management System,Africa,HR Chat / Virtual Assistant,64,42.71,Baja,Baja prioridad de automatización,27.94
2718,Payroll Support Request,HR Document Management System,Europe,Email,56,42.71,Baja,Baja prioridad de automatización,27.16
2719,HR System Enhancement Request,Employee Mobile App,North America,Internal Collaboration Tool,68,42.69,Baja,Baja prioridad de automatización,31.01
2720,HR Platform Bug Report,Employee Self-Service Portal,North America,HR Chat / Virtual Assistant,55,42.69,Baja,Baja prioridad de automatización,26.02
2721,Compliance & Access Security Review,People Analytics Dashboard,Europe,Internal Collaboration Tool,54,42.68,Baja,Baja prioridad de automatización,23.38
2722,Compliance & Access Security Review,Benefits Portal,North America,Internal Collaboration Tool,70,42.67,Baja,Baja prioridad de automatización,31.6
2723,HR System Performance Issue,HRIS Integration API,Africa,Internal Collaboration Tool,56,42.67,Baja,Baja prioridad de automatización,24.16
2724,Compliance & Access Security Review,HR Document Management System,Europe,Phone,70,42.66,Baja,Baja prioridad de automatización,34.76
2725,Payroll Support Request,Benefits Administration System,South America,Employee Self-Service Portal,59,42.66,Baja,Baja prioridad de automatización,28.64
2726,HR System Enhancement Request,HRIS Integration API,North America,HR Chat / Virtual Assistant,54,42.66,Baja,Baja prioridad de automatización,23.06
2727,HRIS Access Suspension,Payroll Payment Gateway,North America,Email,60,42.65,Baja,Baja prioridad de automatización,24.63
2728,HRIS Login Issue,Payroll Payment Gateway,Europe,Employee Self-Service Portal,66,42.64,Baja,Baja prioridad de automatización,32.11
2729,HR Platform Bug Report,HR Case Management Platform,Europe,Email,64,42.64,Baja,Baja prioridad de automatización,30.4
2730,Compliance & Access Security Review,Employee Self-Service Portal,Australia,HR Chat / Virtual Assistant,56,42.64,Baja,Baja prioridad de automatización,27.66
2731,Benefits Cancellation Request,People Analytics Dashboard,Asia,Employee Self-Service Portal,60,42.63,Baja,Baja prioridad de automatización,32.55
2732,HR System Performance Issue,Employee Self-Service Portal,Africa,Internal Collaboration Tool,64,42.61,Baja,Baja prioridad de automatización,30.5
2733,Payroll Support Request,Payroll Payment Gateway,Asia,Internal Collaboration Tool,51,42.6,Baja,Baja prioridad de automatización,23.66
2734,Payroll Support Request,HRIS Integration API,Africa,Internal Collaboration Tool,62,42.59,Baja,Baja prioridad de automatización,25.2
2735,Payroll Support Request,People Analytics Dashboard,North America,Employee Self-Service Portal,58,42.58,Baja,Baja prioridad de automatización,26.62
2736,HRIS Access Suspension,Benefits Administration System,Africa,Internal Collaboration Tool,61,42.56,Baja,Baja prioridad de automatización,27.76
2737,Benefits Cancellation Request,HR Case Management Platform,North America,Email,63,42.56,Baja,Baja prioridad de automatización,26.59
2738,HR System Performance Issue,People Analytics Dashboard,Asia,Email,58,42.56,Baja,Baja prioridad de automatización,26.25
2739,Employee Data Update,Employee Self-Service Portal,Europe,Employee Self-Service Portal,51,42.55,Baja,Baja prioridad de automatización,26.75
2740,HR System Performance Issue,HR Document Management System,Europe,Employee Self-Service Portal,53,42.54,Baja,Baja prioridad de automatización,24.35
2741,HRIS Login Issue,HRIS Integration API,North America,Internal Collaboration Tool,45,42.53,Baja,Baja prioridad de automatización,20.43
2742,Compliance & Access Security Review,Payroll System,Africa,Email,55,42.52,Baja,Baja prioridad de automatización,25.0
2743,Compliance & Access Security Review,Payroll System,Asia,Email,48,42.51,Baja,Baja prioridad de automatización,24.6
2744,Benefits Reimbursement Request,HR Case Management Platform,North America,Phone,69,42.5,Baja,Baja prioridad de automatización,33.02
2745,HR Platform Bug Report,HRIS Integration API,Europe,HR Chat / Virtual Assistant,66,42.47,Baja,Baja prioridad de automatización,28.41
2746,Payroll Support Request,Payroll Payment Gateway,South America,Email,58,42.47,Baja,Baja prioridad de automatización,25.58
2747,HR System Performance Issue,HRIS Integration API,Europe,Employee Self-Service Portal,58,42.46,Baja,Baja prioridad de automatización,32.57
2748,Payroll Support Request,Payroll Payment Gateway,Europe,Phone,56,42.46,Baja,Baja prioridad de automatización,27.16
2749,HR System Enhancement Request,People Analytics Dashboard,North America,Phone,59,42.45,Baja,Baja prioridad de automatización,30.98
2750,Employee Data Update,Benefits Administration System,Europe,Internal Collaboration Tool,54,42.44,Baja,Baja prioridad de automatización,25.46
2751,Compliance & Access Security Review,HR Case Management Platform,North America,Email,54,42.44,Baja,Baja prioridad de automatización,24.79
2752,Compliance & Access Security Review,Employee Self-Service Portal,Africa,Internal Collaboration Tool,61,42.44,Baja,Baja prioridad de automatización,23.76
2753,Benefits Cancellation Request,Payroll Payment Gateway,South America,Employee Self-Service Portal,60,42.43,Baja,Baja prioridad de automatización,26.73
2754,HRIS Access Suspension,HRIS Integration API,Asia,Employee Self-Service Portal,70,42.41,Baja,Baja prioridad de automatización,32.44
2755,Payroll Support Request,Payroll Payment Gateway,Europe,Internal Collaboration Tool,67,42.4,Baja,Baja prioridad de automatización,33.17
2756,HR Platform Bug Report,Payroll System,Asia,Phone,66,42.4,Baja,Baja prioridad de automatización,28.02
2757,Benefits Cancellation Request,Payroll Payment Gateway,Africa,Internal Collaboration Tool,61,42.37,Baja,Baja prioridad de automatización,30.41
2758,HRIS Login Issue,Employee Self-Service Portal,Australia,Internal Collaboration Tool,67,42.37,Baja,Baja prioridad de automatización,27.77
2759,Employee Data Update,HRIS Integration API,Europe,Employee Self-Service Portal,65,42.36,Baja,Baja prioridad de automatización,33.38
2760,Benefits Reimbursement Request,HRIS Integration API,Australia,Internal Collaboration Tool,66,42.33,Baja,Baja prioridad de automatización,30.06
2761,Benefits Cancellation Request,Employee Self-Service Portal,North America,HR Chat / Virtual Assistant,60,42.33,Baja,Baja prioridad de automatización,22.44
2762,HRIS Login Issue,Payroll Payment Gateway,South America,Employee Self-Service Portal,72,42.32,Baja,Baja prioridad de automatización,31.43
2763,HR System Enhancement Request,Payroll System,Europe,Phone,61,42.32,Baja,Baja prioridad de automatización,26.38
2764,Benefits Reimbursement Request,People Analytics Dashboard,South America,Internal Collaboration Tool,61,42.3,Baja,Baja prioridad de automatización,30.01
2765,Benefits Cancellation Request,Employee Mobile App,Asia,Email,59,42.3,Baja,Baja prioridad de automatización,29.35
2766,HRIS Access Suspension,Employee Mobile App,Australia,HR Chat / Virtual Assistant,61,42.3,Baja,Baja prioridad de automatización,26.47
2767,HRIS Access Suspension,HRIS Integration API,Australia,Email,56,42.28,Baja,Baja prioridad de automatización,26.38
2768,Employee Data Update,Employee Mobile App,South America,Internal Collaboration Tool,51,42.27,Baja,Baja prioridad de automatización,24.61
2769,Benefits Cancellation Request,People Analytics Dashboard,Australia,Email,66,42.26,Baja,Baja prioridad de automatización,26.37
2770,HR System Performance Issue,Employee Self-Service Portal,Asia,Internal Collaboration Tool,62,42.24,Baja,Baja prioridad de automatización,27.65
2771,HRIS Login Issue,People Analytics Dashboard,Africa,HR Chat / Virtual Assistant,49,42.23,Baja,Baja prioridad de automatización,24.7
2772,HR Platform Bug Report,Benefits Administration System,South America,Internal Collaboration Tool,54,42.23,Baja,Baja prioridad de automatización,22.41
2773,HR Platform Bug Report,Employee Self-Service Portal,Africa,Phone,62,42.22,Baja,Baja prioridad de automatización,27.34
2774,HR System Enhancement Request,Benefits Portal,Africa,Internal Collaboration Tool,67,42.21,Baja,Baja prioridad de automatización,28.68
2775,Benefits Reimbursement Request,Benefits Administration System,Europe,HR Chat / Virtual Assistant,61,42.18,Baja,Baja prioridad de automatización,28.18
2776,Benefits Cancellation Request,Benefits Portal,Africa,Internal Collaboration Tool,59,42.16,Baja,Baja prioridad de automatización,22.89
2777,HRIS Access Suspension,Payroll Payment Gateway,Asia,Email,60,42.15,Baja,Baja prioridad de automatización,29.19
2778,HRIS Access Suspension,Benefits Portal,North America,Internal Collaboration Tool,51,42.14,Baja,Baja prioridad de automatización,24.28
2779,Benefits Cancellation Request,HR Case Management Platform,South America,Employee Self-Service Portal,68,42.13,Baja,Baja prioridad de automatización,33.83
2780,HR System Enhancement Request,HR Document Management System,South America,Employee Self-Service Portal,49,42.08,Baja,Baja prioridad de automatización,23.23
2781,Benefits Reimbursement Request,HR Document Management System,Europe,Phone,62,42.07,Baja,Baja prioridad de automatización,33.39
2782,Employee Data Update,Employee Self-Service Portal,Europe,Phone,53,42.04,Baja,Baja prioridad de automatización,27.59
2783,Payroll Support Request,HR Document Management System,South America,Employee Self-Service Portal,51,42.04,Baja,Baja prioridad de automatización,22.95
2784,Benefits Reimbursement Request,Benefits Portal,North America,Employee Self-Service Portal,59,42.03,Baja,Baja prioridad de automatización,28.73
2785,Payroll Support Request,Payroll System,Africa,Employee Self-Service Portal,58,42.01,Baja,Baja prioridad de automatización,26.16
2786,HR System Enhancement Request,HR Case Management Platform,Asia,Employee Self-Service Portal,61,41.97,Baja,Baja prioridad de automatización,26.53
2787,HR Platform Bug Report,Benefits Administration System,South America,Email,55,41.96,Baja,Baja prioridad de automatización,26.46
2788,Benefits Cancellation Request,Benefits Portal,Asia,Email,73,41.94,Baja,Baja prioridad de automatización,32.59
2789,Benefits Reimbursement Request,People Analytics Dashboard,South America,HR Chat / Virtual Assistant,48,41.93,Baja,Baja prioridad de automatización,20.81
2790,HRIS Access Suspension,HR Document Management System,South America,Phone,61,41.9,Baja,Baja prioridad de automatización,28.12
2791,HR System Performance Issue,People Analytics Dashboard,Asia,Phone,59,41.88,Baja,Baja prioridad de automatización,26.76
2792,Benefits Cancellation Request,Employee Self-Service Portal,Africa,HR Chat / Virtual Assistant,64,41.87,Baja,Baja prioridad de automatización,30.82
2793,Employee Data Update,Employee Mobile App,Africa,Email,63,41.85,Baja,Baja prioridad de automatización,28.89
2794,HR System Enhancement Request,People Analytics Dashboard,Asia,Phone,56,41.84,Baja,Baja prioridad de automatización,25.17
2795,HR System Enhancement Request,Benefits Administration System,North America,Phone,66,41.83,Baja,Baja prioridad de automatización,29.24
2796,Compliance & Access Security Review,HR Document Management System,Australia,Email,58,41.83,Baja,Baja prioridad de automatización,27.9
2797,Compliance & Access Security Review,HR Document Management System,Australia,Employee Self-Service Portal,57,41.83,Baja,Baja prioridad de automatización,27.76
2798,Compliance & Access Security Review,HRIS Integration API,Asia,Email,50,41.82,Baja,Baja prioridad de automatización,24.65
2799,HRIS Access Suspension,Payroll Payment Gateway,Asia,HR Chat / Virtual Assistant,59,41.81,Baja,Baja prioridad de automatización,26.31
2800,HRIS Access Suspension,Payroll Payment Gateway,South America,Phone,56,41.81,Baja,Baja prioridad de automatización,26.24
2801,HR System Performance Issue,Employee Mobile App,North America,HR Chat / Virtual Assistant,64,41.8,Baja,Baja prioridad de automatización,29.63
2802,HRIS Access Suspension,People Analytics Dashboard,Europe,Email,64,41.79,Baja,Baja prioridad de automatización,32.1
2803,HR System Enhancement Request,Employee Mobile App,South America,HR Chat / Virtual Assistant,62,41.77,Baja,Baja prioridad de automatización,26.91
2804,Employee Data Update,HR Document Management System,Australia,Employee Self-Service Portal,58,41.76,Baja,Baja prioridad de automatización,24.91
2805,Employee Data Update,HR Case Management Platform,North America,Employee Self-Service Portal,57,41.75,Baja,Baja prioridad de automatización,27.3
2806,Benefits Reimbursement Request,Benefits Administration System,South America,Internal Collaboration Tool,65,41.72,Baja,Baja prioridad de automatización,32.56
2807,Employee Data Update,HR Case Management Platform,Africa,HR Chat / Virtual Assistant,73,41.72,Baja,Baja prioridad de automatización,32.45
2808,Payroll Support Request,HR Case Management Platform,South America,HR Chat / Virtual Assistant,68,41.72,Baja,Baja prioridad de automatización,31.99
2809,HR System Performance Issue,Payroll Payment Gateway,Europe,Phone,58,41.71,Baja,Baja prioridad de automatización,28.8
2810,HR System Enhancement Request,HR Case Management Platform,North America,Internal Collaboration Tool,61,41.7,Baja,Baja prioridad de automatización,27.91
2811,HRIS Access Suspension,HR Document Management System,Asia,Internal Collaboration Tool,64,41.7,Baja,Baja prioridad de automatización,25.15
2812,HR System Performance Issue,HRIS Integration API,South America,Internal Collaboration Tool,59,41.68,Baja,Baja prioridad de automatización,26.37
2813,HRIS Access Suspension,People Analytics Dashboard,South America,Employee Self-Service Portal,57,41.64,Baja,Baja prioridad de automatización,28.76
2814,Benefits Reimbursement Request,HR Case Management Platform,Europe,HR Chat / Virtual Assistant,60,41.64,Baja,Baja prioridad de automatización,26.28
2815,Employee Data Update,HRIS Integration API,Europe,Internal Collaboration Tool,65,41.56,Baja,Baja prioridad de automatización,28.28
2816,HR System Performance Issue,Payroll System,Asia,Employee Self-Service Portal,59,41.56,Baja,Baja prioridad de automatización,24.9
2817,HR Platform Bug Report,HR Case Management Platform,North America,HR Chat / Virtual Assistant,65,41.55,Baja,Baja prioridad de automatización,29.41
2818,Compliance & Access Security Review,Payroll System,South America,Phone,56,41.54,Baja,Baja prioridad de automatización,30.1
2819,HR System Enhancement Request,Payroll System,South America,Phone,61,41.53,Baja,Baja prioridad de automatización,27.08
2820,Employee Data Update,Benefits Administration System,Africa,Email,69,41.51,Baja,Baja prioridad de automatización,30.19
2821,HRIS Login Issue,Benefits Administration System,North America,HR Chat / Virtual Assistant,60,41.51,Baja,Baja prioridad de automatización,26.37
2822,HR System Enhancement Request,Benefits Administration System,Europe,HR Chat / Virtual Assistant,62,41.5,Baja,Baja prioridad de automatización,25.33
2823,Benefits Reimbursement Request,Employee Mobile App,Australia,Employee Self-Service Portal,57,41.5,Baja,Baja prioridad de automatización,22.66
2824,HR Platform Bug Report,Employee Mobile App,Australia,Internal Collaboration Tool,55,41.5,Baja,Baja prioridad de automatización,22.25
2825,Payroll Support Request,People Analytics Dashboard,Australia,Employee Self-Service Portal,65,41.48,Baja,Baja prioridad de automatización,32.34
2826,HR System Enhancement Request,HR Document Management System,Africa,Phone,61,41.48,Baja,Baja prioridad de automatización,26.5
2827,Employee Data Update,Employee Mobile App,Asia,HR Chat / Virtual Assistant,65,41.45,Baja,Baja prioridad de automatización,30.58
2828,Compliance & Access Security Review,HRIS Integration API,Asia,Employee Self-Service Portal,62,41.45,Baja,Baja prioridad de automatización,28.52
2829,Employee Data Update,Employee Mobile App,Africa,Employee Self-Service Portal,57,41.45,Baja,Baja prioridad de automatización,26.39
2830,HR Platform Bug Report,HRIS Integration API,Europe,Internal Collaboration Tool,57,41.44,Baja,Baja prioridad de automatización,27.22
2831,Employee Data Update,Benefits Administration System,South America,Internal Collaboration Tool,50,41.39,Baja,Baja prioridad de automatización,27.9
2832,HRIS Access Suspension,Payroll System,Asia,HR Chat / Virtual Assistant,57,41.39,Baja,Baja prioridad de automatización,24.48
2833,HR System Enhancement Request,HR Case Management Platform,North America,Email,59,41.38,Baja,Baja prioridad de automatización,26.02
2834,Employee Data Update,HR Document Management System,Australia,Phone,69,41.37,Baja,Baja prioridad de automatización,29.95
2835,HR System Enhancement Request,Employee Self-Service Portal,Australia,HR Chat / Virtual Assistant,51,41.33,Baja,Baja prioridad de automatización,24.17
2836,HRIS Access Suspension,HR Document Management System,Australia,Employee Self-Service Portal,65,41.31,Baja,Baja prioridad de automatización,30.49
2837,HR System Enhancement Request,Payroll System,Europe,HR Chat / Virtual Assistant,55,41.31,Baja,Baja prioridad de automatización,27.91
2838,HRIS Login Issue,People Analytics Dashboard,Asia,Phone,68,41.3,Baja,Baja prioridad de automatización,26.76
2839,HR Platform Bug Report,HR Case Management Platform,Europe,Employee Self-Service Portal,61,41.28,Baja,Baja prioridad de automatización,29.74
2840,HR Platform Bug Report,Employee Self-Service Portal,Australia,Email,67,41.24,Baja,Baja prioridad de automatización,31.36
2841,Payroll Support Request,People Analytics Dashboard,Europe,Phone,62,41.24,Baja,Baja prioridad de automatización,27.53
2842,HR Platform Bug Report,Payroll Payment Gateway,Australia,HR Chat / Virtual Assistant,50,41.23,Baja,Baja prioridad de automatización,20.4
